content,score,at,appVersion
tangkai ve tawh khop mai aizawl ah pawh.,4,2025-09-20 07:25:44,19.1.6
good,5,2025-09-20 07:25:36,
ok h boss...,5,2025-09-20 07:25:20,19.1.6
nice,5,2025-09-20 07:24:35,19.1.0
super,5,2025-09-20 07:24:11,19.1.6
It's good,4,2025-09-20 07:23:48,19.1.6
much better than swiggy. I said what I said.,5,2025-09-20 07:22:49,19.1.4
nice,5,2025-09-20 07:21:49,
nice app have also cash on delivery that I like it,5,2025-09-20 07:20:36,19.1.4
superb,5,2025-09-20 07:19:48,
good,5,2025-09-20 07:19:33,19.1.4
We could not get back our refund they deny our refunds as they claim they would refund within 5 to 7 business working days hope they rectify the refund issues .,1,2025-09-20 07:17:30,19.1.4
good,5,2025-09-20 07:17:25,
mostly good service,5,2025-09-20 07:16:09,19.1.4
great offers and good quality of food recommendations,5,2025-09-20 07:15:20,19.1.6
this is very bad they do not deliver in my city my town Nasirabad please take a action now 😡,1,2025-09-20 07:15:13,19.1.4
Good and user friendly,5,2025-09-20 07:14:59,19.1.4
nice,4,2025-09-20 07:14:45,19.1.6
Rate is too high & diet is too small & No discount offer,2,2025-09-20 07:12:09,19.1.4
good,4,2025-09-20 07:12:00,18.9.8
"It was very useful and saved our money and time, I got food in my place, thanks",5,2025-09-20 07:11:46,19.1.4
satisfied,5,2025-09-20 07:11:45,19.1.4
"After receiving today's order,I will give the feedback.",4,2025-09-20 07:11:43,19.1.6
Order live updates not working.,2,2025-09-20 07:10:34,19.1.6
very good experience delivery on time,4,2025-09-20 07:08:24,19.1.6
good,5,2025-09-20 07:07:48,19.1.6
it's very useful amazing zing zing,5,2025-09-20 07:07:05,19.1.6
nice experience,4,2025-09-20 07:06:48,19.1.6
..Excellent..,5,2025-09-20 07:06:18,19.1.4
for me cash on delivery is not working,1,2025-09-20 07:05:53,
Good service and I want more discount,5,2025-09-20 07:04:30,19.1.6
wrc yujiiiii,5,2025-09-20 07:03:25,19.1.4
awesome,5,2025-09-20 07:02:37,
"Thank you zomato for adding unreasonable platform fees, now I don't order from your platform, I walk 10k steps everyday, save around Rs. 100 everyday, buy fruits with that money on the way back, have more connections with the restaurants, they give me the exact food that I want, not less, not spilled, not spoilt. Thank you. 1 star is letting you know how replaceable you are.",1,2025-09-20 07:00:13,19.1.6
nice,5,2025-09-20 06:58:49,19.1.4
nice,5,2025-09-20 06:56:52,19.1.4
always gets lower price than Swiggy😅😅 but i would be glad if you provide more coupen and restaurant discounts otherwise loving it✅,4,2025-09-20 06:56:49,17.2.3
good experience,4,2025-09-20 06:53:46,19.1.6
Zomato is just greedy beyond human comprehension. First they inflate restaurant prices by 20-30% and profit of the restaurant. Then they either charge obnoxiously for gold or for the delivery and then club your order along with others. To the point even their own delivery executives are overburdened. I urge all users to reconsider everytime you place an online order. Trust me you will thank me for making you go out and buy your own food. You will save almost 50% of what you spend.,1,2025-09-20 06:53:30,19.1.6
Enjoying,5,2025-09-20 06:52:20,19.1.4
"on time delivery, good experience",5,2025-09-20 06:51:50,
"“Zomato, you people have become so careless that if the wrong order comes, the food is spoiled, or a product is missing, and when we complain, you just say ‘sorry’. Is this the right way for you people? Our money is wasted — is this the way you handle things? I placed an order just yesterday and also raised a complaint, but what did I get in response? Just ‘sorry’. Is this the way you people work?”",1,2025-09-20 06:51:24,19.1.4
best and easy to use time to time status of our order,5,2025-09-20 06:51:21,19.1.4
good,5,2025-09-20 06:50:04,19.1.4
very good,4,2025-09-20 06:43:43,19.1.4
👍🏻,4,2025-09-20 06:42:01,19.1.6
i give five star for vvvgood delivery food items in 15 minutes on my oder,5,2025-09-20 06:40:58,19.1.0
Amazing 😍,5,2025-09-20 06:37:47,17.3.1
good,5,2025-09-20 06:37:13,19.1.6
good,5,2025-09-20 06:35:13,19.1.4
worst experience with the order in Kundapura....the total order was spoiled and I didn't get full refund when I try to contact the chat was awfull,1,2025-09-20 06:34:46,19.1.6
"Absolute Third class Service.... Order always gets delayed ..., when you get spoiled food..no refunds , hidden charges..",1,2025-09-20 06:32:24,
good,5,2025-09-20 06:32:09,19.1.4
very very bad,1,2025-09-20 06:31:55,19.1.6
don't order from zomato worst customer service,1,2025-09-20 06:31:14,19.1.4
better than Swiggy.,5,2025-09-20 06:29:00,
excillent,5,2025-09-20 06:28:27,
good,5,2025-09-20 06:28:26,19.1.4
good,4,2025-09-20 06:27:39,19.1.0
super app,5,2025-09-20 06:25:01,19.1.4
Good,5,2025-09-20 06:24:25,
👍,5,2025-09-20 06:23:23,19.1.4
Very nice platform,5,2025-09-20 06:21:15,19.1.4
nice pizza from dominos,5,2025-09-20 06:19:16,19.1.4
nice,5,2025-09-20 06:16:10,
nice,5,2025-09-20 06:15:08,
good app,5,2025-09-20 06:12:36,19.1.6
only restorent ke dalal hai ye .ghatiya restorent jod rakhe h mximum .20 rs ka saman nahi hota .with the help of zometo wo 200 rs wasool kar lete h . third class,1,2025-09-20 06:11:58,19.1.6
Awesome all.. Always Njoy.. Had issues in last however Zomato corrected it.. Love this... Great app.. Very convenient still Awesome in 2025,5,2025-09-20 06:10:57,19.1.4
excellent app for food,5,2025-09-20 06:08:46,19.1.2
good,5,2025-09-20 06:04:48,19.1.6
Good,5,2025-09-20 06:00:04,19.1.6
very good app,5,2025-09-20 05:53:39,19.1.4
"“Whenever I order food from Zomato, it always arrives cold. The delivery boys usually don’t wear the Zomato T-shirt and they don’t carry the proper heating box, so the food loses freshness and looks unhygienic due to poor packing. Very disappointed with Zomato’s service.”",1,2025-09-20 05:48:16,19.1.6
nice,5,2025-09-20 05:41:18,
tottaly worst app becz many order ludhiana sy kiya orr ehnoo nyy jalandhar ki khud location dall dii or payment bhi pehlee le lii...us k bdd order khud he cancel krdiyaa.....or refund bhi nhi diyaa,1,2025-09-20 05:40:24,19.1.2
good,5,2025-09-20 05:37:46,
good,5,2025-09-20 05:36:09,19.1.4
i am very happy with the services and the backhand response 😀,5,2025-09-20 05:36:04,19.1.4
Bhut hi badhiya app h hmesha zaroorat mai Kaam aa jata h thank you,5,2025-09-20 05:35:11,19.1.4
good,5,2025-09-20 05:33:55,
so good and give me a maniya of copens,5,2025-09-20 05:26:56,19.1.4
good but if any case refund payment make quick thanks you,5,2025-09-20 05:16:52,19.1.4
excellent,5,2025-09-20 05:15:11,19.1.4
i m satisfied with the service but the charges are sky rocketing,5,2025-09-20 05:13:13,
Very quick service,4,2025-09-20 05:05:48,19.1.6
gooddd,5,2025-09-20 05:03:05,19.1.2
excellent,5,2025-09-20 04:58:52,19.1.4
👍,4,2025-09-20 04:58:13,
Great one,5,2025-09-20 04:58:11,19.1.4
Daily useful app Good service,4,2025-09-20 04:55:07,
great,3,2025-09-20 04:52:36,19.1.4
Excellent service,5,2025-09-20 04:50:52,19.1.4
excellent,5,2025-09-20 04:44:31,
amazing,5,2025-09-20 04:42:42,19.1.4
"one timee we recieved one box less, I raised complaint also but they dnt give cash or any coupon for next order",4,2025-09-20 04:36:26,
good quality good test,4,2025-09-20 04:27:06,18.9.8
Excellent,5,2025-09-20 04:25:10,19.1.4
"Too many hidden charges, elevated prices, some prices are actually double than the original price.",1,2025-09-20 04:20:30,18.9.5
good,4,2025-09-20 04:20:28,
good,4,2025-09-20 04:14:00,19.1.5
"I had a very bad experience with Zomato. My recent order was mishandled and instead of resolving the issue, I faced unnecessary delays and embarrassment. I raised a complaint immediately but till now no proper resolution . The customer support only gives standard replies without actually helping. Very disappointed with the lack of accountability and service. Will not recommend until they improve their support and take customers seriously.",1,2025-09-20 04:13:08,19.1.4
good,5,2025-09-20 04:11:46,19.1.4
excellent,5,2025-09-20 04:11:45,19.1.4
Good.,4,2025-09-20 04:08:58,19.1.4
it's convenient booking with Zomato,5,2025-09-20 04:04:16,19.1.4
best food app,5,2025-09-20 04:04:00,19.1.4
best,4,2025-09-20 04:02:47,19.1.6
There coustomer support service is a blunder. I am Zomatos Gold Member. On order of 400 if you receive waste/wrong item they offer you only Rs 90 refund and close the ticket. Total waste of money and time. And if ticket is closed once you cannot get on to complaint again. Better opt for other food partners,4,2025-09-20 04:01:34,19.1.6
supper,5,2025-09-20 03:58:35,19.1.4
food delivery on time and good package,4,2025-09-20 03:56:45,19.1.4
💐💐,3,2025-09-20 03:56:42,19.1.2
"First order for me so i dont have amy knowlwdge so far thank ........... ,..,.......................... jjk .... ..................",3,2025-09-20 03:50:51,18.2.5
Excellent Service,5,2025-09-20 03:50:19,
this app is totally fake the gave another no for query purpose and they don't have customer care also then didn't refund my money till now 😡😡😡😡 I suggest that don't buy ther meals at all,1,2025-09-20 03:46:50,19.1.6
Please do not use this app.,1,2025-09-20 03:23:19,
smooth ordering !,4,2025-09-20 03:20:10,
very good app 👌🏻👌🏻👌🏻so much means so much,5,2025-09-20 03:17:13,19.1.4
lot of discounts on pricing compare to other applications.,5,2025-09-20 03:15:55,19.1.4
great,5,2025-09-20 03:14:53,19.1.2
"yesterday i ordered food from zomato from Haldiram, they delivered spoiled food and some food was missing,I tried reaching Haldiram but their number is switched off,so contacted zomato cust care,they said the number is switched off, so I said either deliver the food or refund the amount,and without any resolution they disconnected the chat 4 times and in last they said restaurant has delivered food we don't refund,and resturant no is still switch off,so they lied,fraud app,cheating with customer",1,2025-09-20 03:08:50,19.1.6
i love this app,5,2025-09-20 03:00:41,19.1.4
I wish I could attach screenshots..,1,2025-09-20 03:00:28,19.1.4
good,5,2025-09-20 02:38:08,19.1.4
superb,5,2025-09-20 02:01:19,
good servicing of restaurants selected and promptly delivering,5,2025-09-20 01:40:34,19.1.4
worst app I have ever used. l have enter the same adress that I have been used for other food delivery app but in Zomato always the same problem is seen means always location is different from my adress poor very poor service I recommend everyone that never use this food delivery app and this app lotted my money and there is no contact number is available to reach the service centre. and no assurance is given worst worst worst app no refund has been transferred,1,2025-09-20 00:58:50,19.1.4
"giving 1 star also shaming myself, very worst experience, waited time shows 30 to 40mins but actual wait time is 1hr to 1:30 hr never gonna trust zomato again #swiggybetter",1,2025-09-20 00:48:14,
excellent,5,2025-09-20 00:28:48,19.1.6
good n testy,3,2025-09-19 23:48:54,19.1.4
Worst experience. The delivery agent didn't delivered the order and they didn't even gave me a refund for the order.,1,2025-09-19 23:47:33,19.1.4
A 1,5,2025-09-19 23:39:13,19.1.6
"the night delivery is better compared to swiggy, it charges more but it has drivers to assign at night unlike swiggy!",5,2025-09-19 23:33:44,19.1.6
the price from the restaurant is way higher,5,2025-09-19 22:27:45,19.1.4
The platform fees and taxes on Zomato have become too high and unreasonable. Restaurants already list their menus at higher prices online to begin with. It's frustrating to see the final bill inflated so much. Zomato should take action and ensure that the online menu prices are the same as the offline prices to make this platform more fair for customers.,3,2025-09-19 22:26:02,19.1.6
best food delivery app,5,2025-09-19 22:21:26,19.1.4
very good service,5,2025-09-19 22:16:22,19.1.6
good,5,2025-09-19 22:14:24,
good,5,2025-09-19 22:05:24,19.1.4
good,4,2025-09-19 22:00:48,19.0.7
Good but take so much extra charges 🙃,5,2025-09-19 21:48:50,19.1.4
🤩🤩🥴🥴,4,2025-09-19 21:46:41,19.1.0
Delivery Partner was hungry and zomato support cancelled my order.,1,2025-09-19 21:43:09,19.1.6
"It's very flexible to order , compared to other food delivery apps",4,2025-09-19 21:35:21,
amazing experience,5,2025-09-19 21:18:57,19.1.4
"Can improve the transparency of the amount we are going to pay. Apart from that a great app, I prefer it over Swiggy.",4,2025-09-19 21:17:27,19.1.4
very nice,5,2025-09-19 21:12:01,19.1.6
delivered my order at 3am on time hot and good poha with tea. thanks zomato,5,2025-09-19 21:11:11,19.1.6
excellent work 💯,4,2025-09-19 21:03:43,19.1.4
bootifoool😌,3,2025-09-19 21:01:38,19.1.4
good,4,2025-09-19 21:01:33,
love it,5,2025-09-19 20:54:02,19.1.4
zomato chor company h I will delete my account.,1,2025-09-19 20:47:42,19.1.4
good,5,2025-09-19 20:33:47,19.1.6
it's good,5,2025-09-19 20:32:23,19.1.4
awesome apps to search for good restaurants. very good to have zomato,5,2025-09-19 20:20:14,19.1.4
gud,5,2025-09-19 20:15:13,19.1.4
"no refund on coke spilled, and item missing",1,2025-09-19 20:14:28,19.1.4
thanku,5,2025-09-19 20:06:24,19.1.6
very good 👍🏻,5,2025-09-19 20:06:19,
"This is honest answer : much Better than swiggy. Good Deals, No issues",5,2025-09-19 19:47:00,
worst experience. I have to wait for more than 1 hour from specified time . I have to remained awake because of that. so pathetic service.,1,2025-09-19 19:43:34,
bhai raat ke 1 baje order vaha betel sahi hai,5,2025-09-19 19:41:38,19.1.3
Worst possible app!,1,2025-09-19 19:40:48,19.1.4
good,5,2025-09-19 19:38:50,19.1.4
Never delivers on time. the worst food delivery app ever,1,2025-09-19 19:28:17,19.1.4
Agr account me balance nhi hai to aap bhukhe mar jao ye aapko khana nhi denge sirf 700₹ tak ka cash on delivery ho skta hai khana order kro to 1 ghante se pehle nhi aata tab tak aapki bhookh hi mar jati hai delivery boys batate hain ki unko sahi se paise nhi diye jate isi wajah se inko delevery boys nhi mil rahe agr system me sudhar nhi kiya gya to zomato hamesha ke liye khatam hone wala hai customer bilkul bhi setisfy nhi hai inki service se,1,2025-09-19 19:24:18,19.1.4
Zomato not good👎,1,2025-09-19 19:21:23,
good,5,2025-09-19 19:20:11,19.0.7
Experienced fraud. Delivery person took the food and no answer to calls. No support from Zomato. Was stuck in loop talking to chat bot. After close to 2 hours they say they can issue refund but can re order the same food from their end. Pathetic service. Hugely disappointed.,1,2025-09-19 19:15:31,19.1.6
ok,5,2025-09-19 19:15:06,18.8.9
good,5,2025-09-19 19:14:41,19.0.0
"I ordered food yesterday, the food was super delayed and after lots of struggle with AI chat, I got hold of a customer service agent. I requested to cancel the order but she said the food will go to waste, so she will not cancel and process refunds. She promised a coupon of ₹100 as a token of apology, if I stayed awake at night to receive the super delayed order (Even though I was sleep). I received the order but didn't receive any coupon. I have screenshots of chat if anybody wants.",1,2025-09-19 19:10:24,19.1.4
good service,5,2025-09-19 19:05:06,19.1.4
good,5,2025-09-19 19:03:08,19.1.6
I am saying I am in hospital and I am asking to cancel the order but they saying your order little bit delayed It will be arrived at 1 pm worst app they never think about our emergency so I handover my mobile to my friend and ask him to collect the order and pay for delivery guy,1,2025-09-19 19:02:28,19.1.4
taking too long cancel order and making it non refundable just a trick to make customers cheat asked to cancel my order on 12:03 a.m but they delayed to cancel my order till the delivery executive pickup the order and then saying order cancellation leads to non refundable order it's 12:22 still i have to wait for order 25 mins order is expected to deliver by 12:50,1,2025-09-19 18:53:27,19.1.6
best experience,5,2025-09-19 18:52:16,19.1.4
full helpful,5,2025-09-19 18:52:12,19.1.4
worst app I never use this app again in life,1,2025-09-19 18:50:48,
but delivery charges is high,4,2025-09-19 18:50:02,
good,5,2025-09-19 18:43:30,19.1.2
Worst experience ever and also loss of money. I would never recommend any one to use this app,1,2025-09-19 18:40:27,
excellent,5,2025-09-19 18:38:16,19.1.4
cash on delivery,1,2025-09-19 18:38:03,19.1.4
Best Experience in Food Delivery system,5,2025-09-19 18:37:58,19.1.4
overwhelming,5,2025-09-19 18:35:03,19.1.4
very helpful 👌,5,2025-09-19 18:33:10,19.1.4
supar,5,2025-09-19 18:31:43,19.1.4
nice,5,2025-09-19 18:31:16,19.1.6
restaurants can directly cancel order after receiving the order without any reason,1,2025-09-19 18:31:02,19.1.4
reduce the costs,5,2025-09-19 18:29:28,
this app better for getting best food into our house,5,2025-09-19 18:25:42,19.1.6
very nice app for food delivery,5,2025-09-19 18:24:40,
Worst service,1,2025-09-19 18:22:46,19.1.4
thanks for taking order at this time,5,2025-09-19 18:22:40,19.1.6
good service for customers,5,2025-09-19 18:20:03,19.1.4
very fast delivery,5,2025-09-19 18:18:17,19.1.4
like it,2,2025-09-19 18:13:16,
always found an discount and I suggest go for zomato gold very well worth♥️,5,2025-09-19 18:12:43,
"Food delivery is nightmare, rider does not pick order and stupid AI bot doesn't do anything unless your order delivery time is expired, earlier human cc were able to reassign it quickly and save customer from mental agony and Harrassment, now AI made it mental torcher if delivery partner doesn't pick your order, no matter how ahed you describe your issue AI won't take any action",1,2025-09-19 18:07:13,19.1.6
this is a Best platform for food but extra charge for platform,5,2025-09-19 18:02:55,19.1.4
Great end user experience,5,2025-09-19 18:02:34,
nice 👍🙂,5,2025-09-19 18:02:03,19.1.4
Superb app,5,2025-09-19 18:00:14,19.1.6
nic app I'm proud 🤗🤗,5,2025-09-19 17:59:32,19.0.7
"I am uninstalling. they gave the delivery partner multiple orders. He got delayed and the food was cold. The chatbot says, it is subjective. we will share the feedback with the Restaurant, like it was their fault.",2,2025-09-19 17:59:29,19.1.4
good app,5,2025-09-19 17:57:25,
on time delivery 🚚,5,2025-09-19 17:56:32,19.1.4
excellent,5,2025-09-19 17:56:08,19.1.4
Fantastic,5,2025-09-19 17:56:02,
For making countless meals and moments easier and more delicious. Thank YOU,5,2025-09-19 17:54:55,19.1.4
good experience so far,4,2025-09-19 17:54:13,19.1.4
it's to good,5,2025-09-19 17:53:28,19.1.4
excellent,5,2025-09-19 17:52:54,19.1.4
good,5,2025-09-19 17:51:46,19.1.4
good,4,2025-09-19 17:51:03,19.1.4
superb,5,2025-09-19 17:49:48,
super app,4,2025-09-19 17:49:46,19.1.6
All good 🙂,5,2025-09-19 17:49:42,19.1.0
good,5,2025-09-19 17:48:25,19.1.2
switching to Swiggy or other this idiots are looting money with platform fee above 12 rs as whole,1,2025-09-19 17:46:26,
good,4,2025-09-19 17:44:45,19.1.4
nice,5,2025-09-19 17:43:41,19.1.6
Good,5,2025-09-19 17:43:15,19.1.4
gud,5,2025-09-19 17:41:52,19.1.6
good offers and service,4,2025-09-19 17:39:56,
worst customer experience I ever faced not at all caring about customer feelinga,1,2025-09-19 17:39:31,19.1.4
Helpful app i order when it's raining outside or you are watching India's cricket match thanks to zomato loving it 👍,5,2025-09-19 17:38:21,19.1.4
loved it,5,2025-09-19 17:37:03,19.1.4
good,5,2025-09-19 17:36:43,18.9.9
delivery boy is very good and nice person app m wrong adress k baad b muj ko deliver kar k gya thankyou,5,2025-09-19 17:34:55,
good,5,2025-09-19 17:34:04,19.1.6
very good,5,2025-09-19 17:32:31,19.1.4
it is good,4,2025-09-19 17:30:50,19.1.6
good,5,2025-09-19 17:29:34,19.1.4
Excellent Service,5,2025-09-19 17:28:17,19.1.4
its good,4,2025-09-19 17:27:57,19.1.4
superb app some times late delivery,5,2025-09-19 17:27:41,19.1.4
wiked God Bless,5,2025-09-19 17:26:13,19.1.4
verry nice 👍🙂🙂🙂,5,2025-09-19 17:21:40,19.1.4
Canceled my order without my permission after making me wait for 1 hour.,1,2025-09-19 17:18:46,18.3.4
I love zomato,5,2025-09-19 17:17:32,19.1.4
happy,5,2025-09-19 17:17:04,19.1.6
best food delivery app,5,2025-09-19 17:14:52,19.1.4
"Part of my order was not delivered, and Zomato support refused to provide a resolution because ""the delivery partner said the entire order was delivered""",1,2025-09-19 17:13:59,16.5.0
I am giving two stars just because if they don't want to refund money they always resend the same mail again and again like please share your order ID something like that I share with them so many times but in the mail they always ask the same thing to cover their period time,2,2025-09-19 17:13:21,19.1.6
mere paise retune hi nhi kre,1,2025-09-19 17:09:58,19.1.4
okay 👌,3,2025-09-19 17:08:50,19.1.4
Thank you Zomato for giving us fresh food,5,2025-09-19 17:08:36,19.1.4
Awesome,4,2025-09-19 17:08:21,19.1.4
useless app i ever seen i feel like nt to give a star also,1,2025-09-19 17:07:40,19.1.4
what is calories deficit 🤣🤣,5,2025-09-19 17:03:36,19.1.4
great 😃👍,5,2025-09-19 17:00:56,17.5.1
worst app n,1,2025-09-19 16:59:21,19.0.0
wonderful,5,2025-09-19 16:58:25,19.1.4
good,5,2025-09-19 16:56:30,19.1.4
"I dont like zomato at all, because they didn't delivered the food, and didn't refund tbe money, we booked our food at 10 o'clock and till 11:30 they didn't place the order, when we call the delivery boy, he said us we will refund all your money, after asking ZOMATO, still we didn't get our money, that's CRAZY",1,2025-09-19 16:55:26,19.1.4
gud,5,2025-09-19 16:55:18,19.0.0
good,5,2025-09-19 16:54:03,19.1.4
"Such a pathetic customer care service, Many restaurants are operating from fake locations but customer care people don't have concern regarding this even after raising issue.",1,2025-09-19 16:53:54,18.7.3
only money looters.. I AM a gold member of Zomato but Today I knew their true face. I ordered a biryani worth 540 but SWIGGY is offering the same biryani at same restaurant at only ₹ 416 . Look at the stealing capability of Zomato that without even putting hand in your pocket they steal your hard earned money. #Boycott_zomato_gofor_Swiggy,1,2025-09-19 16:52:56,
good food,5,2025-09-19 16:52:24,19.1.4
very useful,5,2025-09-19 16:51:52,
these has the worst customer response and worst app every seen,1,2025-09-19 16:49:30,19.1.4
v good,5,2025-09-19 16:48:49,19.1.6
"overall Zomato has maintained its good service standards since long, however delivery alert should be send in advance at check points",5,2025-09-19 16:46:56,19.1.4
amazing,4,2025-09-19 16:45:45,19.1.4
nice offers,4,2025-09-19 16:45:19,19.1.6
Excellent,5,2025-09-19 16:44:35,
The service is good. But the customer service agents need to be more attentive towards understanding the queries of the customers.,3,2025-09-19 16:43:28,19.1.4
great 👍😃,5,2025-09-19 16:43:14,19.1.4
super,5,2025-09-19 16:40:07,19.1.4
very 😊,5,2025-09-19 16:39:54,19.1.4
good,5,2025-09-19 16:37:48,19.1.6
one of the best food delivery app 👍,5,2025-09-19 16:37:21,19.1.6
good,5,2025-09-19 16:36:55,19.1.4
ok,5,2025-09-19 16:34:26,19.1.6
excellent,5,2025-09-19 16:34:02,19.1.4
good,5,2025-09-19 16:30:44,19.1.4
"Hello Zomato, I placed an order and it arrived, but it's not updating in your app. Even though the order arrived on time, your poor delivery person is getting frustrated.And now I am getting a call from your customer care that if you cancel this order then from next time you will have to pay more and cash on delivery will have to do, Which you have already closed. So would you like to tell me why you have blocked my COD and what is going on? So do you want to write some of your best words?",1,2025-09-19 16:30:05,19.1.4
good,5,2025-09-19 16:30:02,19.1.4
ok super,5,2025-09-19 16:28:40,19.1.6
very nice app,5,2025-09-19 16:28:28,19.1.4
goood,5,2025-09-19 16:28:00,
Nice service,5,2025-09-19 16:27:24,19.1.4
fast dilevri good job zometo,5,2025-09-19 16:26:57,19.0.7
😊👍🏼,5,2025-09-19 16:26:16,19.1.6
good,5,2025-09-19 16:26:03,19.1.4
super app,5,2025-09-19 16:25:57,19.1.6
Good,5,2025-09-19 16:25:39,
too good,5,2025-09-19 16:24:41,19.1.4
seii darunn🔥🔥🔥,5,2025-09-19 16:24:39,19.1.4
Today because of Zomato I have to sleep without food. Day by day Zomato service is Degrading.,1,2025-09-19 16:24:37,19.0.0
"Great discounts with various choices of restaurants. Please show dish ratings in the app in numbers (0-5) rather than ""Highly reordered"". That'll be very helpful. 👍",4,2025-09-19 16:24:30,19.1.6
Waste of time im using it since it launched it didn't deliver atleast half of my orders on time I got gold membership it's even worse,1,2025-09-19 16:23:38,19.1.4
"First of all the bot will take forever to connect to agent.After accepting the order the delivery partner kept moving further away from the location. and after Waiting for 1 hr escalating multiple times,they cancelled my order. pathetic service",1,2025-09-19 16:23:25,19.1.4
nice,5,2025-09-19 16:22:18,19.1.4
good 👍🏻,5,2025-09-19 16:21:45,19.1.4
Bad Experience Long time Delivery Delivery partner Long Route,1,2025-09-19 16:21:16,19.1.4
"Even after being a Gold member, these guys don’t care about customer concerns. I had given very clear instructions that veg and non-veg items should be packed separately, but they packed everything together. Unfortunately, the food spilled and got mixed up. When I raised a complaint with proper pictures and details, the support team was of no help at all – just generic responses and no real solution. Absolutely worst experience ever, and shocking to see such treatment even for Gold members.",1,2025-09-19 16:20:07,19.1.4
Excellent,5,2025-09-19 16:19:49,19.1.4
bad,1,2025-09-19 16:19:45,19.1.4
good and time delivery,5,2025-09-19 16:19:00,19.1.4
nice,5,2025-09-19 16:18:26,19.1.4
This is best food delivery app 😋,5,2025-09-19 16:18:08,19.1.4
good service,5,2025-09-19 16:17:50,19.1.6
very bad experience i canceled the order and the charged all the money .,1,2025-09-19 16:17:42,19.1.2
Good,3,2025-09-19 16:17:09,
good experience,4,2025-09-19 16:17:05,19.1.4
very great experience,5,2025-09-19 16:16:02,19.1.4
"Why your service has been closed permanently on this location Hinganghat, Maharashtra",1,2025-09-19 16:14:11,19.0.3
order ek gante late hone k baad b force kar rahe hai ki order accept Karo nahi to aap ko black list kar degay....,1,2025-09-19 16:13:53,19.1.4
excellent,5,2025-09-19 16:13:20,19.1.6
good 👍,3,2025-09-19 16:12:39,19.1.4
great service,5,2025-09-19 16:12:08,
Exceptional,5,2025-09-19 16:11:51,19.1.4
good,5,2025-09-19 16:11:42,19.1.6
Excellent,5,2025-09-19 16:11:17,19.1.4
good,5,2025-09-19 16:10:57,19.1.2
slow service,3,2025-09-19 16:10:18,
Excellent 👌,5,2025-09-19 16:09:40,19.1.2
"NEVER USE THIS APP WORST SUPPORT, ALL YOU CAN DO IS BANG YOUR WITH THE CHATBOT THERE IS NO OPTION TO CONNECT TO SUPPORT AGENT DOESN'T EVEN DESERVE 1 STAR",1,2025-09-19 16:09:12,19.1.4
"worst service of riders, i order wait for an hour driver was not receiving any calls or messages than they cancel order automatically",1,2025-09-19 16:08:33,19.1.4
nice service,5,2025-09-19 16:07:55,
Very useful,5,2025-09-19 16:06:47,19.1.6
nice 👍 app,4,2025-09-19 16:05:36,19.1.6
A cancellation charge of ₹263.25 was deducted to help compensate our partners for their efforts.... what is this my all bill take as a compensate charge... very very bad experience with zomato... i cancelled order within 5 minutes.... then why my all payment take as charges...,1,2025-09-19 16:05:05,19.1.6
taking too much time but service is good,4,2025-09-19 16:05:03,
Since last 6 months your orders are never delivered on time! You deceive customers by showing 15-20mins delivery time when ordering. then keep saying sorry for delays and adding another 20-30mins more. You keep increasing the prices and declining your services. pretty shameful. I wish there were negative starts I would give you negative 5 stars.,1,2025-09-19 16:04:56,19.1.4
Platform fee is now 12.50? From 3 to 12.50 in a year? Are you kidding? Is this a loss recovery or what?,1,2025-09-19 16:04:06,19.1.4
took too long to get delivered,3,2025-09-19 16:02:34,19.1.6
ultimate keep it up 👍,5,2025-09-19 16:01:57,19.1.4
good,5,2025-09-19 16:01:00,19.0.7
very nice survice hai 👍👌,5,2025-09-19 16:00:33,19.1.4
"Zomato makes life deliciously lazy. From momos to mutton curry, everything lands at my doorstep faster than I can decide what to cook. The app is smooth, tracking is reliable, and the restaurant variety is impressive. However, the platform fees feel like they are quietly inching higher with every order. It is not a dealbreaker, but the add-ons can make frequent ordering pinch the pocket. Convenience still wins, but a little more transparency on charges would go a long way in keeping loyal users",4,2025-09-19 15:59:21,19.1.4
very nice,5,2025-09-19 15:58:42,19.1.6
easy ordering food,4,2025-09-19 15:57:43,19.1.6
good 👍,4,2025-09-19 15:57:12,19.1.4
👍,5,2025-09-19 15:56:18,19.0.7
Very very poor service,1,2025-09-19 15:55:52,19.1.6
good experience,5,2025-09-19 15:54:03,
amazing 😍🤩,5,2025-09-19 15:51:49,19.1.6
good,3,2025-09-19 15:51:41,19.1.4
loveew it,5,2025-09-19 15:51:39,19.1.4
good,3,2025-09-19 15:51:02,19.0.3
some location issues but no any issues delivery service.,3,2025-09-19 15:50:45,19.1.4
good....,5,2025-09-19 15:50:41,19.1.4
very good,5,2025-09-19 15:49:51,19.1.6
"They have the worst delivery partners who harass the customers and they take no action on it. My order was undelivered for almost 2 hours and the delivery partner didn't even move from his place but customer support kept telling me it will reach me in 10 mins, 15 mins etc. Ultimately I got frustrated and had to cancel it. Better to order from Swiggy, atleast you will get the order even if you have to pay a few rupees extra.",1,2025-09-19 15:49:42,19.1.4
good,5,2025-09-19 15:49:41,19.1.6
excellent,5,2025-09-19 15:49:11,19.1.4
excellent,5,2025-09-19 15:48:44,15.4.3
